gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,amount,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,,tickets,theater_count
22894,2025/9/19,2025-10-13~2025-10-19,1,1,9,9,0,0,167964,639968,639968,2417,2417,18,18,3,1260067,420022.3333333333,1260067,,657,11
22894,2025/10/1,2025-10-13~2025-10-19,1,1,10,10,0,0,167964,639968,167964,2417,657,18,11,3,1260067,420022.3333333333,1260067,,657,11
22894,2025/9/19,2025-10-20~2025-10-26,1,1,11,11,0,0,61770,167964,167964,657,657,11,11,3,1260067,420022.3333333333,1260067,,236,5
22894,2025/10/1,2025-10-20~2025-10-26,1,1,12,12,0,0,61770,167964,61770,657,236,11,5,3,1260067,420022.3333333333,1260067,,236,5
22894,2025/10/1,2025-10-27~2025-11-02,1,1,13,13,0,0,36660,61770,61770,236,236,5,5,3,1260067,420022.3333333333,1260067,,143,3
23322,2022/12/14,2022-12-12~2022-12-18,1,1,1,1,0,0,155414929,,,,,,,5,155414929,31082985.8,169116379,,486814,100
23322,2022/12/14,2022-12-19~2022-12-25,1,1,2,2,0,0,169116379,,155414929,,486814,,100,5,155414929,31082985.8,169116379,,516534,100
23322,2022/12/14,2022-12-26~2023-01-01,1,1,3,3,0,0,140351478,155414929,169116379,486814,516534,100,100,5,155414929,31082985.8,169116379,,420662,100
23322,2022/12/14,2023-01-02~2023-01-08,1,1,4,4,0,0,84817996,169116379,140351478,516534,420662,100,100,5,155414929,31082985.8,169116379,,247421,100
23322,2022/12/14,2023-01-09~2023-01-15,1,1,5,5,0,0,44379087,140351478,84817996,420662,247421,100,100,5,155414929,31082985.8,169116379,,127064,101
23322,2022/12/14,2023-01-16~2023-01-22,1,1,6,6,0,0,38917959,84817996,44379087,247421,127064,100,101,5,155414929,31082985.8,169116379,,110937,99
23322,2022/12/14,2023-01-23~2023-01-29,1,1,7,7,0,0,67346401,44379087,38917959,127064,110937,101,99,5,155414929,31082985.8,169116379,,192094,97
23322,2022/12/14,2023-01-30~2023-02-05,1,1,8,8,0,0,20028748,38917959,67346401,110937,192094,99,97,5,155414929,31082985.8,169116379,,56845,97
23322,2022/12/14,2023-02-06~2023-02-12,1,1,9,9,0,0,13146440,67346401,20028748,192094,56845,97,97,5,155414929,31082985.8,169116379,,36884,96
23322,2022/12/14,2023-02-13~2023-02-19,1,1,10,10,0,0,4979756,20028748,13146440,56845,36884,97,96,5,155414929,31082985.8,169116379,,14684,89
23322,2022/12/14,2023-02-20~2023-02-26,1,1,11,11,0,0,2683409,13146440,4979756,36884,14684,96,89,5,155414929,31082985.8,169116379,,8095,72
23322,2022/12/14,2023-02-27~2023-03-05,1,1,12,12,0,0,2547895,4979756,2683409,14684,8095,89,72,5,155414929,31082985.8,169116379,,7520,59
23322,2022/12/14,2023-03-06~2023-03-12,1,1,13,13,0,0,692803,2683409,2547895,8095,7520,72,59,5,155414929,31082985.8,169116379,,2016,48
23322,2022/12/14,2023-03-13~2023-03-19,1,1,14,14,0,0,236495,2547895,692803,7520,2016,59,48,5,155414929,31082985.8,169116379,,719,29
23322,2022/12/14,2023-03-20~2023-03-26,1,1,15,15,0,0,64560,692803,236495,2016,719,48,29,5,155414929,31082985.8,169116379,,194,2
23322,2022/12/14,2023-03-27~2023-04-02,1,1,16,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23322,2022/12/14,2023-04-03~2023-04-09,1,1,17,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23322,2022/12/14,2023-04-17~2023-04-23,2,2,1,1,0,0,726306,,,,,,,5,155414929,31082985.8,169116379,,1888,65
23322,2022/12/14,2023-04-24~2023-04-30,2,2,2,2,0,0,750832,,726306,,1888,,65,5,155414929,31082985.8,169116379,,1933,64
23322,2022/12/14,2023-05-01~2023-05-07,2,2,3,3,0,0,263203,726306,750832,1888,1933,65,64,5,155414929,31082985.8,169116379,,682,42
23322,2022/12/14,2023-05-08~2023-05-14,2,2,4,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23322,2022/12/14,2023-05-15~2023-05-21,2,2,5,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23322,2022/12/14,2023-05-29~2023-06-04,3,3,1,1,0,0,92871,,,,,,,5,155414929,31082985.8,169116379,,998,3
23322,2022/12/14,2023-06-05~2023-06-11,3,3,2,2,0,0,151407,,92871,,998,,3,5,155414929,31082985.8,169116379,,1508,3
23322,2022/12/14,2023-06-12~2023-06-18,3,3,3,3,0,0,93321,92871,151407,998,1508,3,3,5,155414929,31082985.8,169116379,,956,4
23322,2022/12/14,2023-06-19~2023-06-25,3,3,4,4,0,0,96592,151407,93321,1508,956,3,4,5,155414929,31082985.8,169116379,,1022,4
23322,2022/12/14,2023-06-26~2023-07-02,3,3,5,5,0,0,50167,93321,96592,956,1022,4,4,5,155414929,31082985.8,169116379,,561,5
23322,2022/12/14,2023-07-03~2023-07-09,3,3,6,6,0,0,30625,96592,50167,1022,561,4,5,5,155414929,31082985.8,169116379,,407,4
23322,2022/12/14,2023-07-10~2023-07-16,3,3,7,7,0,0,14990,50167,30625,561,407,5,4,5,155414929,31082985.8,169116379,,237,2
23322,2022/12/14,2023-07-17~2023-07-23,3,3,8,8,0,0,10890,30625,14990,407,237,4,2,5,155414929,31082985.8,169116379,,170,2
23322,2022/12/14,2023-07-24~2023-07-30,3,3,9,9,0,0,36235,14990,10890,237,170,2,2,5,155414929,31082985.8,169116379,,328,3
23322,2022/12/14,2023-07-31~2023-08-06,3,3,10,10,0,0,13635,10890,36235,170,328,2,3,5,155414929,31082985.8,169116379,,127,2
23322,2022/12/14,2023-08-07~2023-08-13,3,3,11,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23322,2022/12/14,2023-08-14~2023-08-20,3,3,12,,0,0,0,,,,,,,5,155414929,31082985.8,169116379,,0,0
23548,2023/1/25,2023-01-23~2023-01-29,1,1,1,1,0,0,50445,,,,,,,5,50445,10089,549690,,227,1
23548,2023/1/25,2023-01-30~2023-02-05,1,1,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-02-06~2023-02-12,1,1,3,2,0,1,549690,,50445,,227,,1,5,50445,10089,549690,,2361,16
23548,2023/1/25,2023-02-13~2023-02-19,1,1,4,3,1,0,1462053,50445,549690,227,2361,1,16,5,50445,10089,549690,,6160,16
23548,2023/1/25,2023-02-20~2023-02-26,1,1,5,4,0,0,1139755,549690,1462053,2361,6160,16,16,5,50445,10089,549690,,4754,14
23548,2023/1/25,2023-02-27~2023-03-05,1,1,6,5,0,0,988318,1462053,1139755,6160,4754,16,14,5,50445,10089,549690,,4065,14
23548,2023/1/25,2023-03-06~2023-03-12,1,1,7,6,0,0,546563,1139755,988318,4754,4065,14,14,5,50445,10089,549690,,2061,13
23548,2023/1/25,2023-03-13~2023-03-19,1,1,8,7,0,0,262845,988318,546563,4065,2061,14,13,5,50445,10089,549690,,1089,12
23548,2023/1/25,2023-03-20~2023-03-26,1,1,9,8,0,0,155110,546563,262845,2061,1089,13,12,5,50445,10089,549690,,662,9
23548,2023/1/25,2023-03-27~2023-04-02,1,1,10,9,0,0,96520,262845,155110,1089,662,12,9,5,50445,10089,549690,,403,8
23548,2023/1/25,2023-04-03~2023-04-09,1,1,11,10,0,0,57020,155110,96520,662,403,9,8,5,50445,10089,549690,,228,2
23548,2023/1/25,2023-04-10~2023-04-16,1,1,12,11,0,0,11180,96520,57020,403,228,8,2,5,50445,10089,549690,,45,1
23548,2023/1/25,2023-04-17~2023-04-23,1,1,13,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-04-24~2023-04-30,1,1,14,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-05-01~2023-05-07,1,1,15,12,0,2,1035,57020,11180,228,45,2,1,5,50445,10089,549690,,5,1
23548,2023/1/25,2023-05-08~2023-05-14,1,1,16,,0,0,0,,,,,,,5,50445,10089,549690,,0,1
23548,2023/1/25,2023-05-15~2023-05-21,1,1,17,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-05-22~2023-05-28,1,1,18,13,2,2,2490,11180,1035,45,5,1,1,5,50445,10089,549690,,12,1
23548,2023/1/25,2023-05-29~2023-06-04,1,1,19,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-06-05~2023-06-11,1,1,20,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-06-19~2023-06-25,2,2,1,1,0,0,8665,,,,,,,5,50445,10089,549690,,100,2
23548,2023/1/25,2023-06-26~2023-07-02,2,2,2,2,0,0,8385,,8665,,100,,2,5,50445,10089,549690,,114,2
23548,2023/1/25,2023-07-03~2023-07-09,2,2,3,3,0,0,1240,8665,8385,100,114,2,2,5,50445,10089,549690,,11,1
23548,2023/1/25,2023-07-10~2023-07-16,2,2,4,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-07-17~2023-07-23,2,2,5,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-08-07~2023-08-13,3,3,1,1,0,0,24395,,,,,,,5,50445,10089,549690,,102,1
23548,2023/1/25,2023-08-14~2023-08-20,3,3,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2023-08-21~2023-08-27,3,3,3,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2024-02-05~2024-02-11,4,4,1,1,0,0,29300,,,,,,,5,50445,10089,549690,,122,1
23548,2023/1/25,2024-02-12~2024-02-18,4,4,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2024-02-19~2024-02-25,4,4,3,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2024-08-05~2024-08-11,5,5,1,1,0,0,30205,,,,,,,5,50445,10089,549690,,125,1
23548,2023/1/25,2024-08-12~2024-08-18,5,5,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2024-08-19~2024-08-25,5,5,3,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-02-03~2025-02-09,6,6,1,1,0,0,34320,,,,,,,5,50445,10089,549690,,182,1
23548,2023/1/25,2025-02-10~2025-02-16,6,6,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-02-17~2025-02-23,6,6,3,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-08-04~2025-08-10,7,7,1,1,0,0,334448,,,,,,,5,50445,10089,549690,,1310,8
23548,2023/1/25,2025-08-11~2025-08-17,7,7,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-08-18~2025-08-24,7,7,3,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-09-22~2025-09-28,8,8,1,1,0,0,67575,,,,,,,5,50445,10089,549690,,225,1
23548,2023/1/25,2025-09-29~2025-10-05,8,8,2,,0,0,0,,,,,,,5,50445,10089,549690,,0,0
23548,2023/1/25,2025-10-06~2025-10-12,8,8,3,2,0,1,60204,,67575,,225,,1,5,50445,10089,549690,,199,1
23548,2023/1/25,2025-10-13~2025-10-19,8,8,4,3,1,0,60712,67575,60204,225,199,1,1,5,50445,10089,549690,,215,1
23614,2023/2/2,2023-01-30~2023-02-05,1,1,1,1,0,0,1332497,,,,,,,4,1332497,333124.25,2904283,,5336,54
23614,2023/2/2,2023-02-06~2023-02-12,1,1,2,2,0,0,2904283,,1332497,,5336,,54,4,1332497,333124.25,2904283,,11754,52
23614,2023/2/2,2023-02-13~2023-02-19,1,1,3,3,0,0,1816367,1332497,2904283,5336,11754,54,52,4,1332497,333124.25,2904283,,7278,52
23614,2023/2/2,2023-02-20~2023-02-26,1,1,4,4,0,0,1160717,2904283,1816367,11754,7278,52,52,4,1332497,333124.25,2904283,,4660,52
23614,2023/2/2,2023-02-27~2023-03-05,1,1,5,5,0,0,977851,1816367,1160717,7278,4660,52,52,4,1332497,333124.25,2904283,,3921,41
23614,2023/2/2,2023-03-06~2023-03-12,1,1,6,6,0,0,395575,1160717,977851,4660,3921,52,41,4,1332497,333124.25,2904283,,1640,38
23614,2023/2/2,2023-03-13~2023-03-19,1,1,7,7,0,0,1177072,977851,395575,3921,1640,41,38,4,1332497,333124.25,2904283,,4706,42
23614,2023/2/2,2023-03-20~2023-03-26,1,1,8,8,0,0,541984,395575,1177072,1640,4706,38,42,4,1332497,333124.25,2904283,,2215,41
23614,2023/2/2,2023-03-27~2023-04-02,1,1,9,9,0,0,221275,1177072,541984,4706,2215,42,41,4,1332497,333124.25,2904283,,908,28
23614,2023/2/2,2023-04-03~2023-04-09,1,1,10,10,0,0,113506,541984,221275,2215,908,41,28,4,1332497,333124.25,2904283,,447,11
23614,2023/2/2,2023-04-10~2023-04-16,1,1,11,11,0,0,25076,221275,113506,908,447,28,11,4,1332497,333124.25,2904283,,103,5
23614,2023/2/2,2023-04-17~2023-04-23,1,1,12,12,0,0,16236,113506,25076,447,103,11,5,4,1332497,333124.25,2904283,,64,4
23614,2023/2/2,2023-04-24~2023-04-30,1,1,13,13,0,0,11250,25076,16236,103,64,5,4,4,1332497,333124.25,2904283,,43,2
23614,2023/2/2,2023-05-01~2023-05-07,1,1,14,14,0,0,5042,16236,11250,64,43,4,2,4,1332497,333124.25,2904283,,19,2
23614,2023/2/2,2023-05-08~2023-05-14,1,1,15,15,0,0,540,11250,5042,43,19,2,2,4,1332497,333124.25,2904283,,2,1
23614,2023/2/2,2023-05-15~2023-05-21,1,1,16,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2023-05-22~2023-05-28,1,1,17,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-01-20~2025-01-26,2,2,1,1,0,0,10120,,,,,,,4,1332497,333124.25,2904283,,44,1
23614,2023/2/2,2025-01-27~2025-02-02,2,2,2,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-02-03~2025-02-09,2,2,3,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-03-03~2025-03-09,3,3,1,1,0,0,10560,,,,,,,4,1332497,333124.25,2904283,,44,1
23614,2023/2/2,2025-03-10~2025-03-16,3,3,2,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-03-17~2025-03-23,3,3,3,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-09-22~2025-09-28,4,4,1,1,0,0,26297,,,,,,,4,1332497,333124.25,2904283,,94,1
23614,2023/2/2,2025-09-29~2025-10-05,4,4,2,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-10-06~2025-10-12,4,4,3,2,0,1,20438,,26297,,94,,1,4,1332497,333124.25,2904283,,68,1
23614,2023/2/2,2025-10-13~2025-10-19,4,4,4,,0,0,0,,,,,,,4,1332497,333124.25,2904283,,0,0
23614,2023/2/2,2025-10-20~2025-10-26,4,4,5,3,1,1,29020,26297,20438,94,68,1,1,4,1332497,333124.25,2904283,,106,1
24046,2023/4/21,2023-04-17~2023-04-23,1,1,1,1,0,0,607138,,,,,,,3,607138,202379.33333333334,677741,,2236,74
24046,2023/4/21,2023-04-24~2023-04-30,1,1,2,2,0,0,677741,,607138,,2236,,74,3,607138,202379.33333333334,677741,,2544,73
24046,2023/4/21,2023-05-01~2023-05-07,1,1,3,3,0,0,251624,607138,677741,2236,2544,74,73,3,607138,202379.33333333334,677741,,953,60
24046,2023/4/21,2023-05-08~2023-05-14,1,1,4,4,0,0,74804,677741,251624,2544,953,73,60,3,607138,202379.33333333334,677741,,290,16
24046,2023/4/21,2023-05-15~2023-05-21,1,1,5,5,0,0,27515,251624,74804,953,290,60,16,3,607138,202379.33333333334,677741,,107,6
24046,2023/4/21,2023-05-22~2023-05-28,1,1,6,6,0,0,14195,74804,27515,290,107,16,6,3,607138,202379.33333333334,677741,,54,2
24046,2023/4/21,2023-05-29~2023-06-04,1,1,7,7,0,0,610,27515,14195,107,54,6,2,3,607138,202379.33333333334,677741,,2,1
24046,2023/4/21,2023-06-05~2023-06-11,1,1,8,,0,0,0,,,,,,,3,607138,202379.33333333334,677741,,0,0
24046,2023/4/21,2023-06-12~2023-06-18,1,1,9,,0,0,0,,,,,,,3,607138,202379.33333333334,677741,,0,0
24046,2023/4/21,2025-09-15~2025-09-21,2,2,1,1,0,0,13360,,,,,,,3,607138,202379.33333333334,677741,,50,1
24046,2023/4/21,2025-09-22~2025-09-28,2,2,2,,0,0,0,,,,,,,3,607138,202379.33333333334,677741,,0,0
24046,2023/4/21,2025-09-29~2025-10-05,2,2,3,2,0,1,17173,,13360,,50,,1,3,607138,202379.33333333334,677741,,62,1
24046,2023/4/21,2025-10-06~2025-10-12,2,2,4,,0,0,0,,,,,,,3,607138,202379.33333333334,677741,,0,0
24046,2023/4/21,2025-10-13~2025-10-19,2,2,5,3,1,1,11240,13360,17173,50,62,1,1,3,607138,202379.33333333334,677741,,41,1
24086,2023/4/21,2023-04-17~2023-04-23,1,1,1,1,0,0,105158,,,,,,,3,105158,35052.666666666664,177625,,457,8
24086,2023/4/21,2023-04-24~2023-04-30,1,1,2,2,0,0,177625,,105158,,457,,8,3,105158,35052.666666666664,177625,,728,8
24086,2023/4/21,2023-05-01~2023-05-07,1,1,3,3,0,0,81850,105158,177625,457,728,8,8,3,105158,35052.666666666664,177625,,329,6
24086,2023/4/21,2023-05-08~2023-05-14,1,1,4,4,0,0,16450,177625,81850,728,329,8,6,3,105158,35052.666666666664,177625,,65,4
24086,2023/4/21,2023-05-15~2023-05-21,1,1,5,5,0,0,12650,81850,16450,329,65,6,4,3,105158,35052.666666666664,177625,,52,4
24086,2023/4/21,2023-05-22~2023-05-28,1,1,6,6,0,0,2400,16450,12650,65,52,4,4,3,105158,35052.666666666664,177625,,10,3
24086,2023/4/21,2023-05-29~2023-06-04,1,1,7,7,0,0,2500,12650,2400,52,10,4,3,3,105158,35052.666666666664,177625,,10,1
24086,2023/4/21,2023-06-05~2023-06-11,1,1,8,,0,0,0,,,,,,,3,105158,35052.666666666664,177625,,0,0
24086,2023/4/21,2023-06-12~2023-06-18,1,1,9,,0,0,0,,,,,,,3,105158,35052.666666666664,177625,,0,0
25044,2023/7/28,2023-07-24~2023-07-30,1,1,1,1,0,0,624330,,,,,,,3,624330,208110,1853892,,2496,61
25044,2023/7/28,2023-07-31~2023-08-06,1,1,2,2,0,0,1853892,,624330,,2496,,61,3,624330,208110,1853892,,7443,62
25044,2023/7/28,2023-08-07~2023-08-13,1,1,3,3,0,0,2767891,624330,1853892,2496,7443,61,62,3,624330,208110,1853892,,11143,62
25044,2023/7/28,2023-08-14~2023-08-20,1,1,4,4,0,0,1343836,1853892,2767891,7443,11143,62,62,3,624330,208110,1853892,,5301,52
25044,2023/7/28,2023-08-21~2023-08-27,1,1,5,5,0,0,718687,2767891,1343836,11143,5301,62,52,3,624330,208110,1853892,,2847,17
25044,2023/7/28,2023-08-28~2023-09-03,1,1,6,6,0,0,467377,1343836,718687,5301,2847,52,17,3,624330,208110,1853892,,1793,14
25044,2023/7/28,2023-09-04~2023-09-10,1,1,7,7,0,0,251618,718687,467377,2847,1793,17,14,3,624330,208110,1853892,,931,12
25044,2023/7/28,2023-09-11~2023-09-17,1,1,8,8,0,0,150288,467377,251618,1793,931,14,12,3,624330,208110,1853892,,580,9
25044,2023/7/28,2023-09-18~2023-09-24,1,1,9,9,0,0,63285,251618,150288,931,580,12,9,3,624330,208110,1853892,,244,7
25044,2023/7/28,2023-09-25~2023-10-01,1,1,10,10,0,0,30050,150288,63285,580,244,9,7,3,624330,208110,1853892,,116,5
25044,2023/7/28,2023-10-02~2023-10-08,1,1,11,11,0,0,21284,63285,30050,244,116,7,5,3,624330,208110,1853892,,86,4
25044,2023/7/28,2023-10-09~2023-10-15,1,1,12,12,0,0,16481,30050,21284,116,86,5,4,3,624330,208110,1853892,,66,3
25044,2023/7/28,2023-10-16~2023-10-22,1,1,13,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2023-10-23~2023-10-29,1,1,14,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2024-12-30~2025-01-05,2,2,1,1,0,0,560,,,,,,,3,624330,208110,1853892,,2,2
25044,2023/7/28,2025-01-06~2025-01-12,2,2,2,2,0,0,390,,560,,2,,2,3,624330,208110,1853892,,2,1
25044,2023/7/28,2025-01-13~2025-01-19,2,2,3,3,0,0,240,560,390,2,2,2,1,3,624330,208110,1853892,,1,1
25044,2023/7/28,2025-01-20~2025-01-26,2,2,4,4,0,0,320,390,240,2,1,1,1,3,624330,208110,1853892,,1,1
25044,2023/7/28,2025-01-27~2025-02-02,2,2,5,5,0,0,320,240,320,1,1,1,1,3,624330,208110,1853892,,1,1
25044,2023/7/28,2025-02-03~2025-02-09,2,2,6,6,0,0,1600,320,320,1,1,1,1,3,624330,208110,1853892,,6,1
25044,2023/7/28,2025-02-10~2025-02-16,2,2,7,,0,0,0,,,,,,,3,624330,208110,1853892,,0,1
25044,2023/7/28,2025-02-17~2025-02-23,2,2,8,7,0,1,1010,320,1600,1,6,1,1,3,624330,208110,1853892,,4,1
25044,2023/7/28,2025-02-24~2025-03-02,2,2,9,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-03-03~2025-03-09,2,2,10,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-03-24~2025-03-30,3,3,1,1,0,0,3501,,,,,,,3,624330,208110,1853892,,41,3
25044,2023/7/28,2025-03-31~2025-04-06,3,3,2,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-04-07~2025-04-13,3,3,3,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-05-12~2025-05-18,4,4,1,1,0,0,560,,,,,,,3,624330,208110,1853892,,2,1
25044,2023/7/28,2025-05-19~2025-05-25,4,4,2,,0,0,0,,,,,,,3,624330,208110,1853892,,0,1
25044,2023/7/28,2025-05-26~2025-06-01,4,4,3,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-09-22~2025-09-28,5,5,1,1,0,0,97976,,,,,,,3,624330,208110,1853892,,338,1
25044,2023/7/28,2025-09-29~2025-10-05,5,5,2,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-10-06~2025-10-12,5,5,3,,0,0,0,,,,,,,3,624330,208110,1853892,,0,0
25044,2023/7/28,2025-10-13~2025-10-19,5,5,4,2,0,2,55916,,97976,,338,,1,3,624330,208110,1853892,,184,1
25045,2023/8/11,2023-08-07~2023-08-13,1,1,1,1,0,0,2631310,,,,,,,3,2631310,877103.3333333334,2998804,,10462,74
25045,2023/8/11,2023-08-14~2023-08-20,1,1,2,2,0,0,2998804,,2631310,,10462,,74,3,2631310,877103.3333333334,2998804,,11965,74
25045,2023/8/11,2023-08-21~2023-08-27,1,1,3,3,0,0,1110413,2631310,2998804,10462,11965,74,74,3,2631310,877103.3333333334,2998804,,4420,69
25045,2023/8/11,2023-08-28~2023-09-03,1,1,4,4,0,0,273751,2998804,1110413,11965,4420,74,69,3,2631310,877103.3333333334,2998804,,1082,36
25045,2023/8/11,2023-09-04~2023-09-10,1,1,5,5,0,0,68011,1110413,273751,4420,1082,69,36,3,2631310,877103.3333333334,2998804,,268,12
25045,2023/8/11,2023-09-11~2023-09-17,1,1,6,6,0,0,22649,273751,68011,1082,268,36,12,3,2631310,877103.3333333334,2998804,,88,3
25045,2023/8/11,2023-09-18~2023-09-24,1,1,7,7,0,0,14000,68011,22649,268,88,12,3,3,2631310,877103.3333333334,2998804,,56,3
25045,2023/8/11,2023-09-25~2023-10-01,1,1,8,8,0,0,3430,22649,14000,88,56,3,3,3,2631310,877103.3333333334,2998804,,13,2
25045,2023/8/11,2023-10-02~2023-10-08,1,1,9,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2023-10-09~2023-10-15,1,1,10,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2023-11-06~2023-11-12,2,2,1,1,0,0,2695,,,,,,,3,2631310,877103.3333333334,2998804,,49,1
25045,2023/8/11,2023-11-13~2023-11-19,2,2,2,2,0,0,10785,,2695,,49,,1,3,2631310,877103.3333333334,2998804,,125,2
25045,2023/8/11,2023-11-20~2023-11-26,2,2,3,3,0,0,8650,2695,10785,49,125,1,2,3,2631310,877103.3333333334,2998804,,102,2
25045,2023/8/11,2023-11-27~2023-12-03,2,2,4,4,0,0,2525,10785,8650,125,102,2,2,3,2631310,877103.3333333334,2998804,,39,2
25045,2023/8/11,2023-12-04~2023-12-10,2,2,5,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2023-12-11~2023-12-17,2,2,6,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2025-07-07~2025-07-13,3,3,1,1,0,0,3510,,,,,,,3,2631310,877103.3333333334,2998804,,15,1
25045,2023/8/11,2025-07-14~2025-07-20,3,3,2,2,0,0,5305,,3510,,15,,1,3,2631310,877103.3333333334,2998804,,23,1
25045,2023/8/11,2025-07-21~2025-07-27,3,3,3,3,0,0,1440,3510,5305,15,23,1,1,3,2631310,877103.3333333334,2998804,,6,1
25045,2023/8/11,2025-07-28~2025-08-03,3,3,4,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2025-08-04~2025-08-10,3,3,5,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2025-09-15~2025-09-21,4,4,1,1,0,0,16671,,,,,,,3,2631310,877103.3333333334,2998804,,59,1
25045,2023/8/11,2025-09-22~2025-09-28,4,4,2,,0,0,0,,,,,,,3,2631310,877103.3333333334,2998804,,0,0
25045,2023/8/11,2025-09-29~2025-10-05,4,4,3,2,0,1,14400,,16671,,59,,1,3,2631310,877103.3333333334,2998804,,53,1
25045,2023/8/11,2025-10-06~2025-10-12,4,4,4,3,1,0,13310,16671,14400,59,53,1,1,3,2631310,877103.3333333334,2998804,,46,1
26305,2023/12/4,2023-12-04~2023-12-10,1,1,1,1,0,0,1113943,,,,,,,7,1113943,159134.7142857143,1197989,,4582,67
26305,2023/12/4,2023-12-11~2023-12-17,1,1,2,2,0,0,1197989,,1113943,,4582,,67,7,1113943,159134.7142857143,1197989,,4908,67
26305,2023/12/4,2023-12-18~2023-12-24,1,1,3,3,0,0,260305,1113943,1197989,4582,4908,67,67,7,1113943,159134.7142857143,1197989,,1056,64
26305,2023/12/4,2023-12-25~2023-12-31,1,1,4,4,0,0,107609,1197989,260305,4908,1056,67,64,7,1113943,159134.7142857143,1197989,,429,15
26305,2023/12/4,2024-01-01~2024-01-07,1,1,5,5,0,0,40155,260305,107609,1056,429,64,15,7,1113943,159134.7142857143,1197989,,154,5
26305,2023/12/4,2024-01-08~2024-01-14,1,1,6,6,0,0,16940,107609,40155,429,154,15,5,7,1113943,159134.7142857143,1197989,,69,4
26305,2023/12/4,2024-01-15~2024-01-21,1,1,7,7,0,0,6425,40155,16940,154,69,5,4,7,1113943,159134.7142857143,1197989,,25,4
