gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count,boxoffice_cumsum,boxoffice_round1_cumsum,boxoffice_current_round_cumsum,audience_cumsum,audience_round1_cumsum,audience_current_round_cumsum,release_year,release_month,ticket_price_avg_current,region,publisher,film_length,is_restricted
23614,2023-02-02,2023-03-06~2023-03-12,1,1,6,6.0,0,0,1160717.0,977851.0,4660.0,3921.0,52.0,41.0,4,1332497.0,333124.25,2904283.0,395575.0,1640.0,38,8191715.0,8191715.0,8191715.0,32949,32949,32949,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-03-13~2023-03-19,1,1,7,7.0,0,0,977851.0,395575.0,3921.0,1640.0,41.0,38.0,4,1332497.0,333124.25,2904283.0,1177072.0,4706.0,42,8587290.0,8587290.0,8587290.0,34589,34589,34589,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-03-20~2023-03-26,1,1,8,8.0,0,0,395575.0,1177072.0,1640.0,4706.0,38.0,42.0,4,1332497.0,333124.25,2904283.0,541984.0,2215.0,41,9764362.0,9764362.0,9764362.0,39295,39295,39295,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-03-27~2023-04-02,1,1,9,9.0,0,0,1177072.0,541984.0,4706.0,2215.0,42.0,41.0,4,1332497.0,333124.25,2904283.0,221275.0,908.0,28,10306346.0,10306346.0,10306346.0,41510,41510,41510,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-04-03~2023-04-09,1,1,10,10.0,0,0,541984.0,221275.0,2215.0,908.0,41.0,28.0,4,1332497.0,333124.25,2904283.0,113506.0,447.0,11,10527621.0,10527621.0,10527621.0,42418,42418,42418,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-04-10~2023-04-16,1,1,11,11.0,0,0,221275.0,113506.0,908.0,447.0,28.0,11.0,4,1332497.0,333124.25,2904283.0,25076.0,103.0,5,10641127.0,10641127.0,10641127.0,42865,42865,42865,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-04-17~2023-04-23,1,1,12,12.0,0,0,113506.0,25076.0,447.0,103.0,11.0,5.0,4,1332497.0,333124.25,2904283.0,16236.0,64.0,4,10666203.0,10666203.0,10666203.0,42968,42968,42968,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-04-24~2023-04-30,1,1,13,13.0,0,0,25076.0,16236.0,103.0,64.0,5.0,4.0,4,1332497.0,333124.25,2904283.0,11250.0,43.0,2,10682439.0,10682439.0,10682439.0,43032,43032,43032,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-05-01~2023-05-07,1,1,14,14.0,0,0,16236.0,11250.0,64.0,43.0,4.0,2.0,4,1332497.0,333124.25,2904283.0,5042.0,19.0,2,10693689.0,10693689.0,10693689.0,43075,43075,43075,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2023-05-08~2023-05-14,1,1,15,15.0,0,0,11250.0,5042.0,43.0,19.0,2.0,2.0,4,1332497.0,333124.25,2904283.0,540.0,2.0,1,10698731.0,10698731.0,10698731.0,43094,43094,43094,2023,2,326,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2025-09-22~2025-09-28,2,2,1,1.0,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,26297.0,94.0,1,10699271.0,10699271.0,0.0,43096,43096,0,2023,2,252,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2025-09-29~2025-10-05,2,2,2,,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,0.0,0.0,0,10725568.0,10699271.0,26297.0,43190,43096,94,2023,2,252,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2025-10-06~2025-10-12,2,2,3,2.0,0,1,,26297.0,,94.0,,1.0,4,1332497.0,333124.25,2904283.0,20438.0,68.0,1,10725568.0,10699271.0,26297.0,43190,43096,94,2023,2,252,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2025-10-13~2025-10-19,2,2,4,,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,0.0,0.0,0,10746006.0,10699271.0,46735.0,43258,43096,162,2023,2,252,美國,車庫娛樂股份有限公司,116.0,0.0
23614,2023-02-02,2025-10-20~2025-10-26,2,2,5,3.0,1,1,26297.0,20438.0,94.0,68.0,1.0,1.0,4,1332497.0,333124.25,2904283.0,29020.0,106.0,1,10746006.0,10699271.0,46735.0,43258,43096,162,2023,2,252,美國,車庫娛樂股份有限公司,116.0,0.0
24046,2023-04-21,2023-04-17~2023-04-23,1,1,1,1.0,0,0,,,,,,,3,607138.0,202379.3333333333,677741.0,607138.0,2236.0,74,0.0,0.0,0.0,0,0,0,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-04-24~2023-04-30,1,1,2,2.0,0,0,,607138.0,,2236.0,,74.0,3,607138.0,202379.3333333333,677741.0,677741.0,2544.0,73,607138.0,607138.0,607138.0,2236,2236,2236,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-05-01~2023-05-07,1,1,3,3.0,0,0,607138.0,677741.0,2236.0,2544.0,74.0,73.0,3,607138.0,202379.3333333333,677741.0,251624.0,953.0,60,1284879.0,1284879.0,1284879.0,4780,4780,4780,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-05-08~2023-05-14,1,1,4,4.0,0,0,677741.0,251624.0,2544.0,953.0,73.0,60.0,3,607138.0,202379.3333333333,677741.0,74804.0,290.0,16,1536503.0,1536503.0,1536503.0,5733,5733,5733,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-05-15~2023-05-21,1,1,5,5.0,0,0,251624.0,74804.0,953.0,290.0,60.0,16.0,3,607138.0,202379.3333333333,677741.0,27515.0,107.0,6,1611307.0,1611307.0,1611307.0,6023,6023,6023,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-05-22~2023-05-28,1,1,6,6.0,0,0,74804.0,27515.0,290.0,107.0,16.0,6.0,3,607138.0,202379.3333333333,677741.0,14195.0,54.0,2,1638822.0,1638822.0,1638822.0,6130,6130,6130,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2023-05-29~2023-06-04,1,1,7,7.0,0,0,27515.0,14195.0,107.0,54.0,6.0,2.0,3,607138.0,202379.3333333333,677741.0,610.0,2.0,1,1653017.0,1653017.0,1653017.0,6184,6184,6184,2023,4,326,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2025-09-15~2025-09-21,2,2,1,1.0,0,0,,,,,,,3,607138.0,202379.3333333333,677741.0,13360.0,50.0,1,1653627.0,1653627.0,0.0,6186,6186,0,2023,4,252,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2025-09-22~2025-09-28,2,2,2,,0,0,,,,,,,3,607138.0,202379.3333333333,677741.0,0.0,0.0,0,1666987.0,1653627.0,13360.0,6236,6186,50,2023,4,252,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2025-09-29~2025-10-05,2,2,3,2.0,0,1,,13360.0,,50.0,,1.0,3,607138.0,202379.3333333333,677741.0,17173.0,62.0,1,1666987.0,1653627.0,13360.0,6236,6186,50,2023,4,252,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2025-10-06~2025-10-12,2,2,4,,0,0,,,,,,,3,607138.0,202379.3333333333,677741.0,0.0,0.0,0,1684160.0,1653627.0,30533.0,6298,6186,112,2023,4,252,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24046,2023-04-21,2025-10-13~2025-10-19,2,2,5,3.0,1,1,13360.0,17173.0,50.0,62.0,1.0,1.0,3,607138.0,202379.3333333333,677741.0,11240.0,41.0,1,1684160.0,1653627.0,30533.0,6298,6186,112,2023,4,252,美國,薩摩亞商雄讚股份有限公司台灣分公司,179.0,1.0
24086,2023-04-21,2023-04-17~2023-04-23,1,1,1,1.0,0,0,,,,,,,3,105158.0,35052.666666666664,177625.0,105158.0,457.0,8,0.0,0.0,0.0,0,0,0,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-04-24~2023-04-30,1,1,2,2.0,0,0,,105158.0,,457.0,,8.0,3,105158.0,35052.666666666664,177625.0,177625.0,728.0,8,105158.0,105158.0,105158.0,457,457,457,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-05-01~2023-05-07,1,1,3,3.0,0,0,105158.0,177625.0,457.0,728.0,8.0,8.0,3,105158.0,35052.666666666664,177625.0,81850.0,329.0,6,282783.0,282783.0,282783.0,1185,1185,1185,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-05-08~2023-05-14,1,1,4,4.0,0,0,177625.0,81850.0,728.0,329.0,8.0,6.0,3,105158.0,35052.666666666664,177625.0,16450.0,65.0,4,364633.0,364633.0,364633.0,1514,1514,1514,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-05-15~2023-05-21,1,1,5,5.0,0,0,81850.0,16450.0,329.0,65.0,6.0,4.0,3,105158.0,35052.666666666664,177625.0,12650.0,52.0,4,381083.0,381083.0,381083.0,1579,1579,1579,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-05-22~2023-05-28,1,1,6,6.0,0,0,16450.0,12650.0,65.0,52.0,4.0,4.0,3,105158.0,35052.666666666664,177625.0,2400.0,10.0,3,393733.0,393733.0,393733.0,1631,1631,1631,2023,4,326,日本,造次文化有限公司,172.0,0.0
24086,2023-04-21,2023-05-29~2023-06-04,1,1,7,7.0,0,0,12650.0,2400.0,52.0,10.0,4.0,3.0,3,105158.0,35052.666666666664,177625.0,2500.0,10.0,1,396133.0,396133.0,396133.0,1641,1641,1641,2023,4,326,日本,造次文化有限公司,172.0,0.0
24118,2023-05-06,2023-05-01~2023-05-07,1,1,1,1.0,0,0,,,,,,,2,114880.0,57440.0,656482.0,114880.0,359.0,1,0.0,0.0,0.0,0,0,0,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-05-08~2023-05-14,1,1,2,2.0,0,0,,114880.0,,359.0,,1.0,2,114880.0,57440.0,656482.0,656482.0,2660.0,27,114880.0,114880.0,114880.0,359,359,359,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-05-15~2023-05-21,1,1,3,3.0,0,0,114880.0,656482.0,359.0,2660.0,1.0,27.0,2,114880.0,57440.0,656482.0,765194.0,3139.0,27,771362.0,771362.0,771362.0,3019,3019,3019,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-05-22~2023-05-28,1,1,4,4.0,0,0,656482.0,765194.0,2660.0,3139.0,27.0,27.0,2,114880.0,57440.0,656482.0,265946.0,1052.0,25,1536556.0,1536556.0,1536556.0,6158,6158,6158,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-05-29~2023-06-04,1,1,5,5.0,0,0,765194.0,265946.0,3139.0,1052.0,27.0,25.0,2,114880.0,57440.0,656482.0,111611.0,438.0,16,1802502.0,1802502.0,1802502.0,7210,7210,7210,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-06-05~2023-06-11,1,1,6,6.0,0,0,265946.0,111611.0,1052.0,438.0,25.0,16.0,2,114880.0,57440.0,656482.0,57363.0,223.0,9,1914113.0,1914113.0,1914113.0,7648,7648,7648,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-06-12~2023-06-18,1,1,7,7.0,0,0,111611.0,57363.0,438.0,223.0,16.0,9.0,2,114880.0,57440.0,656482.0,24160.0,98.0,4,1971476.0,1971476.0,1971476.0,7871,7871,7871,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-06-19~2023-06-25,1,1,8,8.0,0,0,57363.0,24160.0,223.0,98.0,9.0,4.0,2,114880.0,57440.0,656482.0,16780.0,67.0,3,1995636.0,1995636.0,1995636.0,7969,7969,7969,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-06-26~2023-07-02,1,1,9,9.0,0,0,24160.0,16780.0,98.0,67.0,4.0,3.0,2,114880.0,57440.0,656482.0,14160.0,52.0,2,2012416.0,2012416.0,2012416.0,8036,8036,8036,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-07-03~2023-07-09,1,1,10,10.0,0,0,16780.0,14160.0,67.0,52.0,3.0,2.0,2,114880.0,57440.0,656482.0,4940.0,21.0,1,2026576.0,2026576.0,2026576.0,8088,8088,8088,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-07-10~2023-07-16,1,1,11,11.0,0,0,14160.0,4940.0,52.0,21.0,2.0,1.0,2,114880.0,57440.0,656482.0,7510.0,28.0,1,2031516.0,2031516.0,2031516.0,8109,8109,8109,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-07-17~2023-07-23,1,1,12,12.0,0,0,4940.0,7510.0,21.0,28.0,1.0,1.0,2,114880.0,57440.0,656482.0,10990.0,42.0,1,2039026.0,2039026.0,2039026.0,8137,8137,8137,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-07-24~2023-07-30,1,1,13,13.0,0,0,7510.0,10990.0,28.0,42.0,1.0,1.0,2,114880.0,57440.0,656482.0,6050.0,23.0,1,2050016.0,2050016.0,2050016.0,8179,8179,8179,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-07-31~2023-08-06,1,1,14,14.0,0,0,10990.0,6050.0,42.0,23.0,1.0,1.0,2,114880.0,57440.0,656482.0,28610.0,132.0,2,2056066.0,2056066.0,2056066.0,8202,8202,8202,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-08-07~2023-08-13,1,1,15,15.0,0,0,6050.0,28610.0,23.0,132.0,1.0,2.0,2,114880.0,57440.0,656482.0,135060.0,539.0,7,2084676.0,2084676.0,2084676.0,8334,8334,8334,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-08-14~2023-08-20,1,1,16,16.0,0,0,28610.0,135060.0,132.0,539.0,2.0,7.0,2,114880.0,57440.0,656482.0,14380.0,64.0,2,2219736.0,2219736.0,2219736.0,8873,8873,8873,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-08-21~2023-08-27,1,1,17,17.0,0,0,135060.0,14380.0,539.0,64.0,7.0,2.0,2,114880.0,57440.0,656482.0,20080.0,87.0,3,2234116.0,2234116.0,2234116.0,8937,8937,8937,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-08-28~2023-09-03,1,1,18,18.0,0,0,14380.0,20080.0,64.0,87.0,2.0,3.0,2,114880.0,57440.0,656482.0,11630.0,66.0,2,2254196.0,2254196.0,2254196.0,9024,9024,9024,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-09-04~2023-09-10,1,1,19,19.0,0,0,20080.0,11630.0,87.0,66.0,3.0,2.0,2,114880.0,57440.0,656482.0,8280.0,52.0,1,2265826.0,2265826.0,2265826.0,9090,9090,9090,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
24118,2023-05-06,2023-09-11~2023-09-17,1,1,20,20.0,0,0,11630.0,8280.0,66.0,52.0,2.0,1.0,2,114880.0,57440.0,656482.0,3300.0,22.0,1,2274106.0,2274106.0,2274106.0,9142,9142,9142,2023,5,326,日本,天馬行空數位有限公司,113.0,0.0
25044,2023-07-28,2023-07-24~2023-07-30,1,1,1,1.0,0,0,,,,,,,3,624330.0,208110.0,1853892.0,624330.0,2496.0,61,0.0,0.0,0.0,0,0,0,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-07-31~2023-08-06,1,1,2,2.0,0,0,,624330.0,,2496.0,,61.0,3,624330.0,208110.0,1853892.0,1853892.0,7443.0,62,624330.0,624330.0,624330.0,2496,2496,2496,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-08-07~2023-08-13,1,1,3,3.0,0,0,624330.0,1853892.0,2496.0,7443.0,61.0,62.0,3,624330.0,208110.0,1853892.0,2767891.0,11143.0,62,2478222.0,2478222.0,2478222.0,9939,9939,9939,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-08-14~2023-08-20,1,1,4,4.0,0,0,1853892.0,2767891.0,7443.0,11143.0,62.0,62.0,3,624330.0,208110.0,1853892.0,1343836.0,5301.0,52,5246113.0,5246113.0,5246113.0,21082,21082,21082,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-08-21~2023-08-27,1,1,5,5.0,0,0,2767891.0,1343836.0,11143.0,5301.0,62.0,52.0,3,624330.0,208110.0,1853892.0,718687.0,2847.0,17,6589949.0,6589949.0,6589949.0,26383,26383,26383,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-08-28~2023-09-03,1,1,6,6.0,0,0,1343836.0,718687.0,5301.0,2847.0,52.0,17.0,3,624330.0,208110.0,1853892.0,467377.0,1793.0,14,7308636.0,7308636.0,7308636.0,29230,29230,29230,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-09-04~2023-09-10,1,1,7,7.0,0,0,718687.0,467377.0,2847.0,1793.0,17.0,14.0,3,624330.0,208110.0,1853892.0,251618.0,931.0,12,7776013.0,7776013.0,7776013.0,31023,31023,31023,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-09-11~2023-09-17,1,1,8,8.0,0,0,467377.0,251618.0,1793.0,931.0,14.0,12.0,3,624330.0,208110.0,1853892.0,150288.0,580.0,9,8027631.0,8027631.0,8027631.0,31954,31954,31954,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-09-18~2023-09-24,1,1,9,9.0,0,0,251618.0,150288.0,931.0,580.0,12.0,9.0,3,624330.0,208110.0,1853892.0,63285.0,244.0,7,8177919.0,8177919.0,8177919.0,32534,32534,32534,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-09-25~2023-10-01,1,1,10,10.0,0,0,150288.0,63285.0,580.0,244.0,9.0,7.0,3,624330.0,208110.0,1853892.0,30050.0,116.0,5,8241204.0,8241204.0,8241204.0,32778,32778,32778,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-10-02~2023-10-08,1,1,11,11.0,0,0,63285.0,30050.0,244.0,116.0,7.0,5.0,3,624330.0,208110.0,1853892.0,21284.0,86.0,4,8271254.0,8271254.0,8271254.0,32894,32894,32894,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2023-10-09~2023-10-15,1,1,12,12.0,0,0,30050.0,21284.0,116.0,86.0,5.0,4.0,3,624330.0,208110.0,1853892.0,16481.0,66.0,3,8292538.0,8292538.0,8292538.0,32980,32980,32980,2023,7,326,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2024-12-30~2025-01-05,2,2,1,1.0,0,0,,,,,,,3,624330.0,208110.0,1853892.0,560.0,2.0,2,8309019.0,8309019.0,0.0,33046,33046,0,2023,7,258,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-01-06~2025-01-12,2,2,2,2.0,0,0,,560.0,,2.0,,2.0,3,624330.0,208110.0,1853892.0,390.0,2.0,1,8309579.0,8309019.0,560.0,33048,33046,2,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-01-13~2025-01-19,2,2,3,3.0,0,0,560.0,390.0,2.0,2.0,2.0,1.0,3,624330.0,208110.0,1853892.0,240.0,1.0,1,8309969.0,8309019.0,950.0,33050,33046,4,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-01-20~2025-01-26,2,2,4,4.0,0,0,390.0,240.0,2.0,1.0,1.0,1.0,3,624330.0,208110.0,1853892.0,320.0,1.0,1,8310209.0,8309019.0,1190.0,33051,33046,5,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-01-27~2025-02-02,2,2,5,5.0,0,0,240.0,320.0,1.0,1.0,1.0,1.0,3,624330.0,208110.0,1853892.0,320.0,1.0,1,8310529.0,8309019.0,1510.0,33052,33046,6,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-02-03~2025-02-09,2,2,6,6.0,0,0,320.0,320.0,1.0,1.0,1.0,1.0,3,624330.0,208110.0,1853892.0,1600.0,6.0,1,8310849.0,8309019.0,1830.0,33053,33046,7,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-02-10~2025-02-16,2,2,7,,0,0,,,,,,,3,624330.0,208110.0,1853892.0,0.0,0.0,1,8312449.0,8309019.0,3430.0,33059,33046,13,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25044,2023-07-28,2025-02-17~2025-02-23,2,2,8,7.0,0,1,320.0,1600.0,1.0,6.0,1.0,1.0,3,624330.0,208110.0,1853892.0,1010.0,4.0,1,8312449.0,8309019.0,3430.0,33059,33046,13,2023,7,252,美國,車庫娛樂股份有限公司,105.0,0.0
25045,2023-08-11,2023-08-07~2023-08-13,1,1,1,1.0,0,0,,,,,,,3,2631310.0,877103.3333333334,2998804.0,2631310.0,10462.0,74,0.0,0.0,0.0,0,0,0,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-08-14~2023-08-20,1,1,2,2.0,0,0,,2631310.0,,10462.0,,74.0,3,2631310.0,877103.3333333334,2998804.0,2998804.0,11965.0,74,2631310.0,2631310.0,2631310.0,10462,10462,10462,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-08-21~2023-08-27,1,1,3,3.0,0,0,2631310.0,2998804.0,10462.0,11965.0,74.0,74.0,3,2631310.0,877103.3333333334,2998804.0,1110413.0,4420.0,69,5630114.0,5630114.0,5630114.0,22427,22427,22427,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-08-28~2023-09-03,1,1,4,4.0,0,0,2998804.0,1110413.0,11965.0,4420.0,74.0,69.0,3,2631310.0,877103.3333333334,2998804.0,273751.0,1082.0,36,6740527.0,6740527.0,6740527.0,26847,26847,26847,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-09-04~2023-09-10,1,1,5,5.0,0,0,1110413.0,273751.0,4420.0,1082.0,69.0,36.0,3,2631310.0,877103.3333333334,2998804.0,68011.0,268.0,12,7014278.0,7014278.0,7014278.0,27929,27929,27929,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-09-11~2023-09-17,1,1,6,6.0,0,0,273751.0,68011.0,1082.0,268.0,36.0,12.0,3,2631310.0,877103.3333333334,2998804.0,22649.0,88.0,3,7082289.0,7082289.0,7082289.0,28197,28197,28197,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-09-18~2023-09-24,1,1,7,7.0,0,0,68011.0,22649.0,268.0,88.0,12.0,3.0,3,2631310.0,877103.3333333334,2998804.0,14000.0,56.0,3,7104938.0,7104938.0,7104938.0,28285,28285,28285,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-09-25~2023-10-01,1,1,8,8.0,0,0,22649.0,14000.0,88.0,56.0,3.0,3.0,3,2631310.0,877103.3333333334,2998804.0,3430.0,13.0,2,7118938.0,7118938.0,7118938.0,28341,28341,28341,2023,8,326,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-11-06~2023-11-12,2,2,1,1.0,0,0,,,,,,,3,2631310.0,877103.3333333334,2998804.0,2695.0,49.0,1,7122368.0,7122368.0,0.0,28354,28354,0,2023,8,254,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-11-13~2023-11-19,2,2,2,2.0,0,0,,2695.0,,49.0,,1.0,3,2631310.0,877103.3333333334,2998804.0,10785.0,125.0,2,7125063.0,7122368.0,2695.0,28403,28354,49,2023,8,254,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-11-20~2023-11-26,2,2,3,3.0,0,0,2695.0,10785.0,49.0,125.0,1.0,2.0,3,2631310.0,877103.3333333334,2998804.0,8650.0,102.0,2,7135848.0,7122368.0,13480.0,28528,28354,174,2023,8,254,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2023-11-27~2023-12-03,2,2,4,4.0,0,0,10785.0,8650.0,125.0,102.0,2.0,2.0,3,2631310.0,877103.3333333334,2998804.0,2525.0,39.0,2,7144498.0,7122368.0,22130.0,28630,28354,276,2023,8,254,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2025-07-07~2025-07-13,3,3,1,1.0,0,0,,,,,,,3,2631310.0,877103.3333333334,2998804.0,3510.0,15.0,1,7147023.0,7122368.0,0.0,28669,28354,0,2023,8,252,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2025-07-14~2025-07-20,3,3,2,2.0,0,0,,3510.0,,15.0,,1.0,3,2631310.0,877103.3333333334,2998804.0,5305.0,23.0,1,7150533.0,7122368.0,3510.0,28684,28354,15,2023,8,252,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2025-07-21~2025-07-27,3,3,3,3.0,0,0,3510.0,5305.0,15.0,23.0,1.0,1.0,3,2631310.0,877103.3333333334,2998804.0,1440.0,6.0,1,7155838.0,7122368.0,8815.0,28707,28354,38,2023,8,252,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2025-09-15~2025-09-21,4,4,1,1.0,0,0,,,,,,,3,2631310.0,877103.3333333334,2998804.0,16671.0,59.0,1,7157278.0,7122368.0,0.0,28713,28354,0,2023,8,252,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
25045,2023-08-11,2025-09-22~2025-09-28,4,4,2,,0,0,,,,,,,3,2631310.0,877103.3333333334,2998804.0,0.0,0.0,0,7173949.0,7122368.0,16671.0,28772,28354,59,2023,8,252,英國,薩摩亞商雄讚股份有限公司台灣分公司,94.0,0.0
